label,x_0,y_0,z_0,x_1,y_1,z_1,x_2,y_2,z_2,x_3,y_3,z_3,x_4,y_4,z_4,x_5,y_5,z_5,x_6,y_6,z_6,x_7,y_7,z_7,x_8,y_8,z_8,x_9,y_9,z_9,x_10,y_10,z_10,x_11,y_11,z_11,x_12,y_12,z_12,x_13,y_13,z_13,x_14,y_14,z_14,x_15,y_15,z_15,x_16,y_16,z_16,x_17,y_17,z_17,x_18,y_18,z_18,x_19,y_19,z_19,x_20,y_20,z_20
A,0.8684897422790527,0.5866037011146545,-5.36318736976682e-07,0.8066374659538269,0.5629700422286987,-0.021766135469079018,0.7573514580726624,0.4918479025363922,-0.0247183945029974,0.7349692583084106,0.41747385263442993,-0.028806114569306374,0.714545726776123,0.3686949610710144,-0.026855600997805595,0.7811354398727417,0.4308125674724579,0.011960235424339771,0.7719764709472656,0.383839875459671,-0.018576815724372864,0.7860992550849915,0.44624802470207214,-0.030166219919919968,0.7928679585456848,0.464560866355896,-0.03248431161046028,0.82136070728302,0.42609620094299316,0.010774114169180393,0.8132224678993225,0.3860253691673279,-0.021871281787753105,0.8194356560707092,0.462745726108551,-0.02467923052608967,0.8213376998901367,0.4657684564590454,-0.01715029776096344,0.859735369682312,0.42716869711875916,0.0014265438076108694,0.853550910949707,0.3911227583885193,-0.03444521501660347,0.8534201383590698,0.4638807773590088,-0.02281009964644909,0.8556210994720459,0.46944668889045715,-0.004377220757305622,0.8988257646560669,0.43123024702072144,-0.010242369025945663,0.8930943012237549,0.4025879502296448,-0.02814999222755432,0.8889162540435791,0.45195943117141724,-0.017412343993782997,0.8920573592185974,0.4624730348587036,-0.0036747350823134184
A,0.8576734066009521,0.5884717702865601,-5.044088311478845e-07,0.7956109046936035,0.5558761358261108,-0.018528323620557785,0.74761962890625,0.4858788549900055,-0.01982218585908413,0.7233171463012695,0.4165288805961609,-0.023215245455503464,0.7006927132606506,0.37235182523727417,-0.021010087803006172,0.774483323097229,0.42870262265205383,0.019900081679224968,0.7618379592895508,0.3883312940597534,-0.00889782328158617,0.7762230038642883,0.4468959867954254,-0.021516108885407448,0.7861305475234985,0.46533119678497314,-0.02481137029826641,0.8134747743606567,0.4228729009628296,0.01805867813527584,0.8025721311569214,0.38789814710617065,-0.012945706024765968,0.8095918893814087,0.4621625244617462,-0.01724962331354618,0.8153111338615417,0.4657503366470337,-0.010894447565078735,0.8517681360244751,0.42471033334732056,0.00818321481347084,0.8428760766983032,0.3925442695617676,-0.02681366540491581,0.8425408601760864,0.4633900821208954,-0.016506776213645935,0.8476841449737549,0.46984994411468506,0.001249545719474554,0.8908820748329163,0.430844247341156,-0.003701040055602789,0.8816240429878235,0.4042556583881378,-0.021013155579566956,0.8750165104866028,0.45395153760910034,-0.010244963690638542,0.8789494037628174,0.4657077491283417,0.003707367228344083
A,0.8575674891471863,0.5898738503456116,-5.155708322490682e-07,0.7958926558494568,0.5604511499404907,-0.019717860966920853,0.7472583055496216,0.4887409210205078,-0.0228409543633461,0.7236716151237488,0.41863709688186646,-0.02759524993598461,0.7009379863739014,0.37289854884147644,-0.026714541018009186,0.7740178108215332,0.4279998242855072,0.012519695796072483,0.7606179118156433,0.38831743597984314,-0.017925098538398743,0.7756579518318176,0.4503694474697113,-0.03055262379348278,0.7855530977249146,0.4683559536933899,-0.033916622400283813,0.8132400512695312,0.42209887504577637,0.010485039092600346,0.8009213805198669,0.38840198516845703,-0.021722378209233284,0.807902455329895,0.46344298124313354,-0.024896768853068352,0.8143482804298401,0.46577703952789307,-0.018056094646453857,0.8517142534255981,0.42394423484802246,0.0006158477044664323,0.8413382172584534,0.3930783271789551,-0.0344502218067646,0.841273844242096,0.4642932415008545,-0.022664615884423256,0.8474809527397156,0.4689428210258484,-0.004493269603699446,0.8901136517524719,0.43000656366348267,-0.011446650139987469,0.8801827430725098,0.4061190187931061,-0.02910948358476162,0.8742770552635193,0.455630898475647,-0.01824367418885231,0.8793076276779175,0.46599408984184265,-0.004498410038650036
A,0.8501792550086975,0.5917990207672119,-5.145299155628891e-07,0.7871790528297424,0.5589793920516968,-0.017935380339622498,0.7407315373420715,0.4900639057159424,-0.019807955250144005,0.7163294553756714,0.42169439792633057,-0.023965172469615936,0.6935494542121887,0.37649938464164734,-0.022587327286601067,0.7667586207389832,0.43173685669898987,0.019793935120105743,0.7533220052719116,0.38943761587142944,-0.009903938509523869,0.7668994069099426,0.45053601264953613,-0.023399293422698975,0.7765166759490967,0.4711059629917145,-0.026896381750702858,0.805792510509491,0.42702212929725647,0.017970914021134377,0.7931384444236755,0.3911758363246918,-0.013401511125266552,0.7998151779174805,0.4654783308506012,-0.018513239920139313,0.8057472705841064,0.46950748562812805,-0.012725119479000568,0.8440679311752319,0.4287959933280945,0.008264982141554356,0.832435667514801,0.39425745606422424,-0.026200290769338608,0.8326564431190491,0.4647519588470459,-0.015919815748929977,0.8389452695846558,0.47170668840408325,0.001726843067444861,0.8829588890075684,0.4338044822216034,-0.003363571595400572,0.870754599571228,0.40571898221969604,-0.0194440595805645,0.8647997975349426,0.45483699440956116,-0.00805810559540987,0.8703485727310181,0.46688416600227356,0.006233375985175371
A,0.864662230014801,0.5879943370819092,-4.92730123369256e-07,0.8026030659675598,0.5592892169952393,-0.021658774465322495,0.7543901205062866,0.48905622959136963,-0.024990057572722435,0.7315442562103271,0.4174979627132416,-0.02945861592888832,0.7109560966491699,0.36823296546936035,-0.028188882395625114,0.7786853909492493,0.42875322699546814,0.014076760970056057,0.7695165872573853,0.38518697023391724,-0.01563897915184498,0.78330397605896,0.44488996267318726,-0.028163092210888863,0.7904205918312073,0.4629569947719574,-0.03147207945585251,0.8187075853347778,0.42236873507499695,0.013067804276943207,0.8102707266807556,0.3843141198158264,-0.019075904041528702,0.816284716129303,0.459787517786026,-0.023305030539631844,0.8190145492553711,0.46345722675323486,-0.01691877841949463,0.8571733236312866,0.4237409234046936,0.004013244528323412,0.8510274291038513,0.3888792395591736,-0.03193100541830063,0.849983811378479,0.46083733439445496,-0.021682163700461388,0.8517728447914124,0.4674069881439209,-0.004093948286026716,0.8955159783363342,0.4294563829898834,-0.007220014929771423,0.888739824295044,0.40268683433532715,-0.025660069659352303,0.8829807043075562,0.4535748362541199,-0.015333299525082111,0.885032057762146,0.4657424986362457,-0.001716645434498787
A,0.8645510077476501,0.5887202024459839,-5.119600814396108e-07,0.8034427762031555,0.560947060585022,-0.02146018110215664,0.754887580871582,0.49093297123908997,-0.024449922144412994,0.7306428551673889,0.41921716928482056,-0.02871502749621868,0.7090929746627808,0.3715716302394867,-0.027048230171203613,0.7778711915016174,0.4311749041080475,0.01500764675438404,0.7682166695594788,0.3836270570755005,-0.015360778197646141,0.7826880216598511,0.4446137547492981,-0.028246592730283737,0.790405809879303,0.4658123254776001,-0.0313861146569252,0.8175153136253357,0.42456668615341187,0.014305257238447666,0.80902099609375,0.3843303322792053,-0.018063154071569443,0.8158172965049744,0.4601355493068695,-0.022699058055877686,0.8180465698242188,0.4641101658344269,-0.01645096391439438,0.8559277653694153,0.4250686466693878,0.005503280553966761,0.8498777151107788,0.38842374086380005,-0.030262909829616547,0.8498703837394714,0.460349977016449,-0.020090237259864807,0.8518656492233276,0.4667593240737915,-0.0025011736433953047,0.8943766951560974,0.4292507469654083,-0.005493380594998598,0.8881206512451172,0.40149933099746704,-0.023544149473309517,0.8832159042358398,0.4522286057472229,-0.01322881318628788,0.885543704032898,0.46395641565322876,0.0004000092449132353
A,0.8755514025688171,0.5853090882301331,-5.609507525150548e-07,0.8131232261657715,0.5581184029579163,-0.017801107838749886,0.7667462229728699,0.4863663911819458,-0.018199751153588295,0.7450045347213745,0.40985363721847534,-0.020530827343463898,0.724838137626648,0.361617773771286,-0.017337406054139137,0.7895012497901917,0.43253451585769653,0.01778304949402809,0.7825574278831482,0.37762317061424255,-0.011031493544578552,0.7963616847991943,0.4389441907405853,-0.02295423112809658,0.801395833492279,0.4624808728694916,-0.02564048580825329,0.8286210298538208,0.4272522032260895,0.015365011058747768,0.8227552771568298,0.3807646632194519,-0.0147175882011652,0.8285840153694153,0.4549728333950043,-0.018971549347043037,0.8273811340332031,0.4628661274909973,-0.013485345058143139,0.8659983277320862,0.42703521251678467,0.005180360749363899,0.8631826639175415,0.3852856159210205,-0.02828076109290123,0.8630346655845642,0.45718976855278015,-0.01783924549818039,0.8615804314613342,0.46748805046081543,-0.0012966031208634377,0.9055234789848328,0.4301295578479767,-0.007081092335283756,0.9042260050773621,0.3963097333908081,-0.02398075722157955,0.8994625806808472,0.4478943645954132,-0.013529080897569656,0.8980258703231812,0.4638889729976654,-0.0007155086495913565
A,0.880632758140564,0.5854479074478149,-5.204481112741632e-07,0.8188873529434204,0.5567319989204407,-0.020733917132019997,0.7730867862701416,0.4861517548561096,-0.023152906447649002,0.7512980699539185,0.4126027822494507,-0.027065882459282875,0.730269730091095,0.3642750382423401,-0.025093238800764084,0.7954524159431458,0.4268099367618561,0.017378680408000946,0.7889742851257324,0.3760497570037842,-0.01289947796612978,0.801986038684845,0.4372721314430237,-0.026184948161244392,0.8070180416107178,0.4601984918117523,-0.029571205377578735,0.8354917168617249,0.4219878613948822,0.016074925661087036,0.828791618347168,0.37690016627311707,-0.016393808647990227,0.8340295553207397,0.45256853103637695,-0.021952928975224495,0.8337304592132568,0.4594125747680664,-0.01624779775738716,0.8736798167228699,0.42357102036476135,0.0066803148947656155,0.8694009184837341,0.38329434394836426,-0.029108623042702675,0.8683453798294067,0.4552367329597473,-0.01901821978390217,0.8682335019111633,0.4642218351364136,-0.0014477500226348639,0.9129782915115356,0.42887866497039795,-0.00489783613011241,0.9083467721939087,0.39739617705345154,-0.022893600165843964,0.902960479259491,0.44814959168434143,-0.012178177945315838,0.903361439704895,0.46177273988723755,0.0017333594150841236
A,0.879388153553009,0.5839074850082397,-5.139056042935408e-07,0.8204071521759033,0.5577853918075562,-0.02383432723581791,0.7742462158203125,0.4859369099140167,-0.028149817138910294,0.7516308426856995,0.4121578633785248,-0.0329914353787899,0.7302457094192505,0.3623109757900238,-0.03171312063932419,0.7959067225456238,0.42495840787887573,0.00963793694972992,0.7890350818634033,0.3757336139678955,-0.022130368277430534,0.8026759624481201,0.43905192613601685,-0.03515686094760895,0.8094295263290405,0.461324006319046,-0.03838222473859787,0.8360854387283325,0.4210290312767029,0.009519621729850769,0.8294246792793274,0.37722957134246826,-0.023976564407348633,0.8344623446464539,0.45551881194114685,-0.028136078268289566,0.8354794979095459,0.45956748723983765,-0.021558646112680435,0.8745415806770325,0.42332154512405396,0.0012547167716547847,0.8710766434669495,0.38473179936408997,-0.03527386859059334,0.8685065507888794,0.4586946964263916,-0.024159573018550873,0.8683631420135498,0.4645405411720276,-0.00612750044092536,0.9131045937538147,0.4287862181663513,-0.009440939873456955,0.9099656343460083,0.40024685859680176,-0.02848017029464245,0.9035550355911255,0.451671302318573,-0.018154164776206017,0.903660774230957,0.4628021717071533,-0.004604911897331476
A,0.8781195282936096,0.5840556025505066,-5.138198275744799e-07,0.8176307678222656,0.555711030960083,-0.020683692768216133,0.7712050676345825,0.48413074016571045,-0.024705881252884865,0.7497657537460327,0.4123869836330414,-0.02996128983795643,0.7282031178474426,0.36465898156166077,-0.029618633911013603,0.7951610684394836,0.42442306876182556,0.010217074304819107,0.787162721157074,0.37565988302230835,-0.020363371819257736,0.8009156584739685,0.43756532669067383,-0.03321736678481102,0.8087274432182312,0.4614456295967102,-0.036540865898132324,0.8347175121307373,0.4198940694332123,0.008390689268708229,0.8278387784957886,0.3786543011665344,-0.023855060338974,0.833541750907898,0.45393574237823486,-0.028255313634872437,0.8352546095848083,0.4610145092010498,-0.022405331954360008,0.8732682466506958,0.4223768711090088,-0.0009859504643827677,0.8688008785247803,0.3849073052406311,-0.035560980439186096,0.867616593837738,0.4556424617767334,-0.024355506524443626,0.8681188225746155,0.4638945162296295,-0.007043819408863783,0.9117240309715271,0.42904132604599,-0.012534961104393005,0.9070265293121338,0.4004431962966919,-0.03034033067524433,0.9015987515449524,0.45026400685310364,-0.019388718530535698,0.9021036624908447,0.46276023983955383,-0.005796726327389479
